Date,Question,Answer,Cleaned_Answer,Keyword_Answer,Topic_Answer,TopicLabel_Answer
2023-05-10,2.만약 없다면 예정은 있나요?,2. 사회통합 전형으로 현재 지원 전형에 포함되어있습니다. 질문자님께서 문의주신 훈장여부와 상관없이 보훈청이 발행하는 '대학입학특별전형 대상자 증명서' 발급대상자여야 전형에 해당할 수 있습니다.,사회통합 전형으로 현재 지원 전형에 포함되어있습니다 질문자님께서 문의주신 훈장여부와 상관없이 보훈청이 발행하는 입학특별전형 대상자 증명서 발급대상자여야 전형에 해당할 있습니다,"['전형', '대상자', '사회', '통합', '현재']",1,교과 성적 반영 및 전형 평가
2023-05-10,3.대학원 진학에는 할아버지가 받으신 무공훈장들이 도움되나요?,"3. 훈장 여부로 인한 대학원 진학시 혜택 및 관련 안내는 아래 기재된 번호로 대학원에 별도로 문의바랍니다.
??(041-560-1220)",훈장 여부로 인한 원 진학시 혜택 관련 안내는 아래 기재된 번호로 원에 별도로 문의바랍니다 041 560 1220,"['훈장', '여부', '진학', '혜택', '관련']",3,학년별 논술 평가 및 전형
2023-05-10,"4.제가 인문계/만30세/남자입니다 혹시 다른 도움이 될만한 전형이 있나요?
(ex-재직자 전형)",4. 질문자님께서 문의 해주신 전형은 없습니다. 우리 대학은 일반 재직자를 대상으로 하는 전형은 운영하지 않습니다. (※ 계약된 기업 소속 직원 대상으로 계약학과 운영) 계약된 기업 소곡 지원 대상 계약학과는 일학습병행대학과 관련한 운영임을 알려드립니다.,질문자님께서 문의 해주신 전형은 없습니다 우리 은 일반 재직자를 대상으로 하는 전형은 운영하지 않습니다 계약된 기업 소속 직원 대상으로 계약학과 운영 계약된 기업 소곡 지원 대상 계약학과는 일학습병행과 관련한 운영임을 알려드립니다,"['계약', '대상', '운영', '전형', '기업']",3,학년별 논술 평가 및 전형
2023-06-01,안녕하세요! 혹시 기숙사가 몇인실 있나용?? 그리구 기숙사 방안에 샤워실이 있을까요??,"한국기술교육대학교 기숙사는 기숙사비와 주거 형태에 따라 1인 1실, 2인 1실, 4인 2실 등이 있습니다. 더불어 한국기술교육대학교 생활관내에는 개인용 침대, 책상, 옷장, 냉난방기 시설, Lan 시설이 갖추어져 있으며, 건물내에는 휴게실, 샤워장, 세탁실, 독서실, 엘레베이터등 부속시설을 갖추고 있습니다.
2. 기숙사에 따라 샤워시설 포함 여부가 다릅니다. 포함되어있는 생활관도 있으며 없는 경우 공용 화장실과 샤워실을 이용합니다",교 기숙사는 기숙사비와 주거 형태에 따라 1인 1실 2인 1실 4인 2실 등이 있습니다 더불어 교 생활관내에는 개인용 침대 책상 옷장 냉난방기 시설 시설이 갖추어져 있으며 건물내에는 휴게실 샤워장 세탁실 독서실 엘레베이터등 부속시설을 갖추고 있습니다 기숙사에 따라 샤워시설 포함 여부가 다릅니다 포함되어있는 생활관도 있으며 없는 경우 공용 화장실과 샤워실을 이용합니다,"['시설', '기숙사', '샤워', '포함', '기숙']",4,신입생 입학 및 수업 안내
2023-06-02,대입전형 2023 자료 받을 수 있나요?,"네, 현재 학교 홈페이지에 2023학년도 한국기술교육대학교 대학 입학전형 시행계획 안내자료가 업로드 되어있어 확인하실 수 있음을 알려드립니다. 관련 자료 링크도 함께 첨부하오니 참고 부탁드립니다!

2023학년도 한국기술교육대학교 대학 입학전형 시행계획
https://ipsi.koreatech.ac.kr/doumi/bbs/notice/view.do?categoryId=all&bbsNo=847&searchNo=&searchKeyword=&pageNo=10",현재 학교 홈페이지에 2023학년도 교  입학전형 시행계획 안내자료가 업로드 되어있어 확인하실 있음을 알려드립니다 관련 자료 링크도 함께 첨부하오니 참고 부탁드립니다 2023학년도 교  입학전형 시행계획 847 10,"['학년', '입학', '전형', '시행', '계획']",4,신입생 입학 및 수업 안내
2023-06-03,논술전형은 어느과목을보나요,"네, 현재 2024학년도 논술 전형 시험과목은 [공학계열] 수리논술 (수학 1, 2) & [사회계열] 자료제시형 언어논술입니다. 문항 수는 12개 내외 (단문형 지문, 단답/약술형 서술)이며 시험 시간은 80분으로 논술성적 100%를 반영하고 있습니다.",현재 2024학년도 논술 전형 시험과목은 공학계열 수리논술 수학 사회계열 자료제시형 언어논술입니다 문항 수는 12개 내외 단문형 지문 단답 약술형 서술 이며 시험 시간은 80분으로 논술성적 100 반영하고 있습니다,"['논술', '시험', '계열', '현재', '학년']",3,학년별 논술 평가 및 전형
2023-06-07,논술로 가고싶은데 실력이 별루라서..,"네, 한국기술교육대학교 논술 난이도는 타 학교에 비해서 쉬운 편입니다. 논술 난이도 및 출제유형이 궁금할 시 모의 논술에 신청하여 풀어보거나 기출문제를 풀어봄으로써 파악할 수 있으니, 질문자님이 논술 전형을 희망하신다면 아래의 첨부해 드리는 2024학년도 논술고사 대비 기출문제집 & 2023학년도 수시 모의 논술 및 온라인 모의 논술 문제 자료 링크를 참고하여 문제 유형을 파악할 수 있을 것 같습니다. 위와 같은 방법을 통해 질문자님께서 희망 여부에 따라 판단 후 지원해 주시면 될 것 같습니다:)

2024학년도 논술고사 대비 기출문제집
https://ipsi.koreatech.ac.kr/doumi/bbs/notice/view.do?categoryId=all&bbsNo=1374&searchNo=&searchKeyword=&pageNo=1


2023학년도 수시 모의논술 문제 및 풀이
https://ipsi.koreatech.ac.kr/doumi/bbs/notice/view.do?categoryId=all&bbsNo=1183&searchNo=&searchKeyword=&pageNo=5


2023학년도 논술대비 온라인 모의논술 문제 및 해설
https://ipsi.koreatech.ac.kr/doumi/bbs/notice/view.do?categoryId=all&bbsNo=1203&searchNo=&searchKeyword=&pageNo=4",교 논술 난이도는 학교에 비해서 쉬운 편입니다 논술 난이도 출제유형이 궁금할 모의 논술에 신청하여 풀어보거나 기출문제를 풀어봄으로써 파악할 있으니 질문자님이 논술 전형을 희망하신다면 아래의 첨부해 드리는 2024학년도 논술고사 대비 기출문제집 2023학년도 수시 모의 논술 온라인 모의 논술 문제 자료 링크를 참고하여 문제 유형을 파악할 있을 같습니다 위와 같은 방법을 통해 질문자님께서 희망 여부에 따라 판단 지원해 주시면 같습니다 2024학년도 논술고사 대비 기출문제집 1374 2023학년도 수시 모의논술 문제 풀이 1183 2023학년도 논술대비 온라인 모의논술 문제 해설 1203,"['논술', '문제', '모의', '학년', '기출']",3,학년별 논술 평가 및 전형
2023-06-08,"1. 내신성적 중 A.B.C로 성적 산정된 과목도 등급산정시 포함되나요?

2. 내신성적계산시 국.영.수.과탐만 계산하게 되나요?

3. 한문 윤리와사상 등의 과목은 계산에서 배제하나요?","1. 학생부교과전형 : 교과 전형에서 학생부 교과 성적을 반영할 때 학생부 교과 성적이 9등급 체제(숫자로 표기)가 아닌 성취도, ‘ . ’, P(이수)로 산출하는 과목은 교과 성적 반영에서 제외합니다.

2. 학생부교과전형의 성적 반영 과목은 [공학계열] 국어, 수학, 영어, 과학 교과 전 과목을 반영하며 국.수.영.과로 분류되는 과목 중에서도 1~9등급으로 성적이 나오는 것만 반영됩니다.

3. 한문은 해당 사항이 없지만 윤리와 사상은 사회 교과로 편제되어 있어 만약 질문자께서 [공학계열]로 지원하신다면 반영이 되지 않지만 [사회계열]로 지원하신다면 반영됩니다. 더불어 2024학년도 수시 모집 요강 링크를 첨부해 드리오니 2024학년도 수시 모집 요강 26~27p 교과성적 반영 방법 & 성적산출 방법 사례를 참고해주시면 감사하겠습니다:)

2024학년도 수시 모집 요강
https://ipsi.koreatech.ac.kr/susi/mojip.do",학생부교과전형 교과 전형에서 학생부 교과 성적을 반영할 학생부 교과 성적이 9등급 체제 숫자로 표기 아닌 성취도 이수 산출하는 과목은 교과 성적 반영에서 제외합니다 학생부교과전형의 성적 반영 과목은 공학계열 국어 수학 영어 과학 교과 과목을 반영하며 과로 분류되는 과목 중에서도 9등급으로 성적이 나오는 것만 반영됩니다 한문은 해당 사항이 없지만 윤리와 사상은 사회 교과로 편제되어 있어 만약 질문자께서 공학계열 지원하신다면 반영이 되지 않지만 사회계열 지원하신다면 반영됩니다 더불어 2024학년도 수시 모집 요강 링크를 첨부해 드리오니 2024학년도 수시 모집 요강 26 27 교과성적 반영 방법 성적산출 방법 사례를 참고해주시면 감사하겠습니다 2024학년도 수시 모집 요강,"['반영', '교과', '성적', '학생', '과목']",1,교과 성적 반영 및 전형 평가
2023-06-08,안녕하세요 특성화고 졸업하고 전문대졸인데 직장 다니는데 학교 편입해서 다닐수 있는 방법이 있을까요?,"한국기술교육대학교에는 야간이 없기 때문에 재직상태를 유지하시면서 일반편입은 불가능하십니다. 재직 중에 편입학하시려면 일학습병행대학으로 하시는 방법이 있는데, 일학습병행대학은 가능한 기업체(한국기술교육대학과의 협약 등)가 정해져 있어서 관련문의를 하시려면 일학습병행대학 교학팀으로(041-640-8732) 문의하시면 감사드리겠습니다:)",교에는 야간이 없기 때문에 재직상태를 유지하시면서 일반편입은 불가능하십니다 재직 중에 편입학하시려면 일학습병행으로 하시는 방법이 있는데 일학습병행은 가능한 기업체 과의 협약 정해져 있어서 관련문의를 하시려면 일학습병행 교학팀으로 041 640 8732 문의하시면 감사드리겠습니다,"['학습', '병행', '재직', '문의', '야간']",4,신입생 입학 및 수업 안내
2023-06-08,그럼 일학습병행으로 하면 회사랑 협의가 되어야하나요?,"일학습병행대학에 입학하기 위해서는 현재 재직하고 계시는 회사와 한국기술교육대학교와의 협약이 맺어 있어야지만 지원이 가능하십니다. 일학습병행대학과 관련하여 홈페이지 링크를 첨부해 드리오니 참고 부탁드립니다:)

한국기술교육대학교 - 일학습병행대학
https://dual.koreatech.ac.kr/job/main.do",일학습병행에 입학하기 위해서는 현재 재직하고 계시는 회사와 교와의 협약이 맺어 있어야지만 지원이 가능하십니다 일학습병행과 관련하여 홈페이지 링크를 첨부해 드리오니 참고 부탁드립니다 교 일학습병행,"['학습', '병행', '입학', '현재', '재직']",4,신입생 입학 및 수업 안내
2023-06-08,학습기업에 (주)디바이스이엔지가 아니면 불가하다는거죠?!,아닙니다. 현재 한국기술교육대학교와 협약이 맺어 있는 회사는 2~300여 곳이 있으며 협약 회사에 대해서는 대학 내부 규정에 의해 제공해 드릴 수 없습니다. 한국기술교육대학교의 일학습병행대학을 희망하신다면 현재 재직하고 계시는 회사에 문의하여 협약 여부를 알 수 있습니다.,아닙니다 현재 교와 협약이 맺어 있는 회사는 300여 곳이 있으며 협약 회사에 대해서는  내부 규정에 의해 제공해 드릴 없습니다 교의 일학습병행을 희망하신다면 현재 재직하고 계시는 회사에 문의하여 협약 여부를 있습니다,"['협약', '회사', '현재', '대해', '내부']",1,교과 성적 반영 및 전형 평가
2023-06-08,그럼 협약이 되어있다고 하고 편입 하게 될시 회사도 제가 일학습병행대학을 진행할거라는 사실을 알게되는건가요?,"네, 한국기술교육대학교 일학습병행대학에 입학하기 위해 원서접수 후 제출서류 중 회사추천서가 있습니다. 회사추천서에는 추천자가 1. 추천 사유 2. 지원학과와의 직무 및 전공 관련성(1단계 전형 평가항목)를 작성해야 하므로 이 과정에서 회사가 알게 될 수 있을 것 같습니다.",교 일학습병행에 입학하기 위해 원서접수 제출서류 회사추천서가 있습니다 회사추천서에는 추천자가 추천 사유 지원학과와의 직무 전공 관련성 1단계 전형 평가항목 작성해야 하므로 과정에서 회사가 알게 있을 같습니다,"['추천', '회사', '학습', '병행', '입학']",4,신입생 입학 및 수업 안내
2023-06-08,"한기대에서 전과를 하려면 필요한 역량이 무엇인가요??

한기대에서 전과가 안되는 과가 있을까요??","1. 메카트로닉스공학부로 전과하기 위해 필요한 역량에 대해서는 관련학부 사무실의 문의를 요청해 놓은 상태로 답변이 오는 대로 다시 답변드리겠습니다.

2. 전과가 안 되는 과는 없습니다.
다만, 전부·전과의 전출·전입은 해당 모집 단위 입학 정원의 100분의 10 이내에서 허가함으로 인원 초과 시 심의에 따라 불가능할 수 있습니다. 또한, 출·전입 학부·과의 심의 결과에 따라서는 전부·전과를 허가하지 않을 수 있습니다.
더불어 전부(과) 관련 규정에 대한 내용을 링크로 첨부해 드리오니 참고 부탁드립니다.

학적 변동 관련 규정 [전부(과)]
https://www.koreatech.ac.kr/kor/CMS/Contents/Contents.do?mCode=MN192",메카트로닉스공학부로 전과하기 위해 필요한 역량에 대해서는 관련학부 사무실의 문의를 요청해 놓은 상태로 답변이 오는 대로 다시 답변드리겠습니다 전과가 되는 과는 없습니다 다만 전부 전과의 전출 전입은 해당 모집 단위 입학 정원의 100분의 10 이내에서 허가함으로 인원 초과 심의에 따라 불가능할 있습니다 또한 전입 학부 과의 심의 결과에 따라서는 전부 전과를 허가하지 않을 있습니다 더불어 전부 관련 규정에 대한 내용을 링크로 첨부해 드리오니 참고 부탁드립니다 학적 변동 관련 규정 전부 192,"['전과', '전부', '관련', '학부', '답변']",1,교과 성적 반영 및 전형 평가
2023-06-08,,"1. 메카트로닉스공학부로 전과하기 위해 필요 역량 및 준비사항으로는 
(1) 소속 학부에서의 학점관리를 먼저 잘 해주어야 합니다. 
(2) 메카트로닉스공학부로 전과하고 싶은 구체적인 이유가 있어야 합니다. 
(3) 전과 후 앞으로의 계획에 대해 잘 생각하고, 새로운 학부 생활을 잘 해낼 수 있는 자신의 확신이 있어야 합니다.

메카트로닉스공학부로 전과를 희망하신다면 이 부분들을 참고하셔서 준비하시면 좋을 것 같습니다:)",메카트로닉스공학부로 전과하기 위해 필요 역량 준비사항으로는 소속 학부에서의 학점관리를 먼저 해주어야 합니다 메카트로닉스공학부로 전과하고 싶은 구체적인 이유가 있어야 합니다 전과 앞으로의 계획에 대해 생각하고 새로운 학부 생활을 해낼 있는 자신의 확신이 있어야 합니다 메카트로닉스공학부로 전과를 희망하신다면 부분들을 참고하셔서 준비하시면 좋을 같습니다,"['전과', '메카트로닉스', '공학', '부로', '준비']",2,학교 문의 및 창의적 학습 지원
2023-06-08,혹시 학점은 몇학점 이상으로 맞아야 할까요!,"학점을 몇 학점 이상 맞아야 한다고 정확히 말씀드리기는 어려우나, 학점은 학부의 커리큘럼에 따라 공부하는 학생의 성실도를 표현해 주기 때문에 학점 관리를 잘하여 현재 소속되어 있는 학부에서의 성실도를 보이며 전과 후 전과한 학부에서도 성실하게 학부 커리큘럼을 따를 수 있다는 것을 표현할 수 있을 것 같습니다.",학점을 학점 이상 맞아야 한다고 정확히 말씀드리기는 어려우나 학점은 학부의 커리큘럼에 따라 공부하는 학생의 성실도를 표현해 주기 때문에 학점 관리를 잘하여 현재 소속되어 있는 학부에서의 성실도를 보이며 전과 전과한 학부에서도 성실하게 학부 커리큘럼을 따를 있다는 것을 표현할 있을 같습니다,"['학점', '학부', '커리큘럼', '성실', '표현']",5,학과별 학부 프로그램 및 재학생 정보
2023-06-11,양청고등학교' 전공체험/특강 신청,"네, 담당선생님께 문의 드린 결과 위 날짜에 양청고등학교 전공체험 진행이 어렵다고 하십니다. 날짜 조율을 위해 담당선생님께서 통화주신다고 합니다.",담당선생님께 문의 드린 결과 날짜에 양청고등학교 전공체험 진행이 어렵다고 하십니다 날짜 조율을 위해 담당선생님께서 통화주신다고 합니다,"['담당', '선생님', '날짜', '문의', '결과']",2,학교 문의 및 창의적 학습 지원
2023-06-16,교과로 공과계열을 지원하고자 하는데 미적분과 과학과목을 거의 듣지 안했는데 지원하고 합격하는데 문제가 있을가요?,"네, 먼저 <교과전형>에서 [공학계열]은 국어, 수학, 영어, 과학 교과 전 과목을 반영하고 있습니다. 더불어 최소 이수 단위가 없기 때문에 졸업예정자는 3학년 1학기까지의 교과 성적에서 이수한 만큼 반영하여 산출되므로 문제가 없을 것 같습니다.",먼저 교과전형 에서 공학계열 국어 수학 영어 과학 교과 과목을 반영하고 있습니다 더불어 최소 이수 단위가 없기 때문에 졸업예정자는 3학년 1학기까지의 교과 성적에서 이수한 만큼 반영하여 산출되므로 문제가 없을 같습니다,"['교과', '반영', '이수', '먼저', '전형']",1,교과 성적 반영 및 전형 평가
2023-06-16,학교 홈페이지에 생활관이 여러군데 이던데 어떤 방식으로 나뉘는지 궁금하고 뭔 차이가 있는지 선발은 어떻게 하는지 궁금해요.,"1. 한국기술교육대학교 생활관은 생활관비와 주거 형태에 따라 1인 1실, 2인 1실, 4인 2실 등이 있습니다. 더불어 한국기술교육대학교 생활관내에는 개인용 침대, 책상, 옷장, 냉난방기 시설, Lan 시설이 갖추어져 있으며, 건물 내에는 휴게실, 샤워장, 세탁실, 독서실, 엘리베이터등 부속시설을 갖추고 있습니다. 생활관별 차이점에 대해서는 첨부해 드리는 링크와 사진을 참고해주시면 감사하겠습니다:)

한국기술교육대학교 생활관 - 시설소개
https://dorm.koreatech.ac.kr/content/1/4.php

2. 생활관 선발 / 관 배정 점수 산출 기준은 총계 450점(100%)으로 성적환산 - 최종학기 성적 360점[4.5(평점)x 80] (80%) + 학적상 주소 거리 90점 (20%) (+상 벌점 환산 가감) 기준으로 선발하고 있습니다.",교 생활관은 생활관비와 주거 형태에 따라 1인 1실 2인 1실 4인 2실 등이 있습니다 더불어 교 생활관내에는 개인용 침대 책상 옷장 냉난방기 시설 시설이 갖추어져 있으며 건물 내에는 휴게실 샤워장 세탁실 독서실 엘리베이터등 부속시설을 갖추고 있습니다 생활관별 차이점에 대해서는 첨부해 드리는 링크와 사진을 참고해주시면 감사하겠습니다 교 생활관 시설소개 생활관 선발 배정 점수 산출 기준은 총계 450점 100 으로 성적환산 최종학기 성적 360점 평점 80 80 학적상 주소 거리 90점 20 벌점 환산 가감 기준으로 선발하고 있습니다,"['생활관', '시설', '선발', '기준', '성적']",0,학생 모집 및 입학 전형
2023-06-16,신입생이면 학적상 주소로만 선발하나요?,"신입생은 생활관 100% 입사할 수 있습니다. 또한, 신입생의 경우 신입생이 거주하는 생활관이 따로 정해지게 됩니다. 따라서 생활관 입사를 희망한다면 신청 후 과별로 건물을 배정받습니다.",신입생은 생활관 100 입사할 있습니다 또한 신입생의 경우 신입생이 거주하는 생활관이 따로 정해지게 됩니다 따라서 생활관 입사를 희망한다면 신청 과별로 건물을 배정받습니다,"['신입생', '생활관', '입사', '또한', '경우']",4,신입생 입학 및 수업 안내
2023-06-19,한기대는 출결을 많이 보나요..?,"학생부종합전형은 학교생활의 충실도를 정성적으로 평가하는 전형으로 출결을 집중적으로 보기보단 전체적으로 종합정성평가를 하고 있습니다. 학생부종합전형 평가와 관련하여 2024학년도 수시 모집 요강 17p[학생부 종합전형 평가지표]를 참고해 주시면 감사하겠습니다:)

한국기술교육대학교 2024학년도 수시 모집요강
https://ipsi.koreatech.ac.kr/susi/mojip.do",학생부종합전형은 학교생활의 충실도를 정성적으로 평가하는 전형으로 출결을 집중적으로 보기보단 전체적으로 종합정성평가를 하고 있습니다 학생부종합전형 평가와 관련하여 2024학년도 수시 모집 요강 17 학생부 종합전형 평가지표 참고해 주시면 감사하겠습니다 교 2024학년도 수시 모집요강,"['종합', '전형', '평가', '학생', '정성']",0,학생 모집 및 입학 전형
2023-06-19,학생부종합전형으로 했을때 수능최저가 있는건가요..?,학생부종합전형은 수능 최저학력기준이 적용되지 않습니다. 학생부교과전형만 수능 최저학력기준을 적용하고 있습니다.,학생부종합전형은 수능 최저학력기준이 적용되지 않습니다 학생부교과전형만 수능 최저학력기준을 적용하고 있습니다,"['학생', '전형', '수능', '최저', '학력']",3,학년별 논술 평가 및 전형
2023-06-26,"2022년 편입 건축공학전공 모집인원은 4명이고 
지원인원은 5명인데 최종합격인원은 왜 1명인가요?","편입생 모집에 있어서 모집인원을 모두 다 채워서 선발하지는 않습니다. 2022학년도 편입생 모집의 경우 정확한 사유를 말씀드릴 순 없으나 면접에서 과락이 있을 수 있고, 최종 합격했는데 등록을 안하고 다른 대학에 등록하여 최종 1명만 등록한 것으로 생각됩니다.",편입생 모집에 있어서 모집인원을 모두 채워서 선발하지는 않습니다 2022학년도 편입생 모집의 경우 정확한 사유를 말씀드릴 없으나 면접에서 과락이 있을 있고 최종 합격했는데 등록을 안하고 다른 에 등록하여 최종 1명만 등록한 것으로 생각됩니다,"['모집', '등록', '편입', '최종', '인원']",5,학과별 학부 프로그램 및 재학생 정보
2023-06-28,편입 지원 할 때 자격증 있으면 가산점 있나요?,"편입학 지원 시 자격증에 대한 가산점은 없습니다. 편입학 지원과 관련하여 2023학년도 편입학 모집요강 링크를 첨부해 드리오니 참고해 주시면 감사하겠습니다:)

2023학년도 편입학 모집요강
https://ipsi.koreatech.ac.kr/pyunip/mojip.do",편입학 지원 자격증에 대한 가산점은 없습니다 편입학 지원과 관련하여 2023학년도 편입학 모집요강 링크를 첨부해 드리오니 참고해 주시면 감사하겠습니다 2023학년도 편입학 모집요강,"['편입학', '지원', '학년', '모집', '요강']",3,학년별 논술 평가 및 전형
2023-06-29,검정고시 합격한 사람도 논술전형으로 지원할수있다고 알고있는데요 검정고시생은 인원수제한이 있나요?,검정고시 합격자에 대한 인원수 제한은 없습니다. 수시 모집 논술전형에 있어 검정고시 합격자에 대한 신입생 합격 인원수 제한을 두는 것이 아닌 모집 단위 및 모집인원에 따라 동일하게 선발하고 있습니다.,검정고시 합격자에 대한 인원수 제한은 없습니다 수시 모집 논술전형에 있어 검정고시 합격자에 대한 신입생 합격 인원수 제한을 두는 것이 아닌 모집 단위 모집인원에 따라 동일하게 선발하고 있습니다,"['인원', '모집', '검정고시', '합격자', '대한']",0,학생 모집 및 입학 전형
2023-07-04,"1. 그 학업영량이 35% 인데 평가요소가 2개로 나뉘어 져있는데 각각의 퍼센테이지를 알수 있을까요??

2. 또 지역인재의 장단점이랑 창의인재의 장단점 알려주시면 감사하겠습니다!","1. 학업 역량 35%에서 더 비율이 나눠지는 것이 아닌 총평가 비율 100%에서 학업 역량 평가 비율 35%의 평가 요소로 기초 학업 역량과 학업태도를 평가하는 것입니다.

2. 창의인재는 국내 정규 고등학교 졸업(예정)자, 지역인재는 대전, 세종, 충남, 충북지역 소재 정규 고교에서 입학부터 졸업까지 3학년 전 과정을 이수한 자를 지원 자격으로 적용하고 있습니다. 따라서 창의인재와 지역인재 전형의 장단점이 존재하기보단 지원 자격이 다르게 적용되는 전형으로, 두 전형 모두 해당한다면 두 전형 모두 지원하거나, 하나의 수시 원서 지원 시 경쟁률을 참고하여 지원하는 것이 좋은 방법이 될 수 있다고 생각합니다.",학업 역량 35 에서 비율이 나눠지는 것이 아닌 총평가 비율 100 에서 학업 역량 평가 비율 35 평가 요소로 기초 학업 역량과 학업태도를 평가하는 것입니다 창의인재는 국내 정규 고등학교 졸업 예정 지역인재는 대전 세종 충남 충북지역 소재 정규 고교에서 입학부터 졸업까지 3학년 과정을 이수한 자를 지원 자격으로 적용하고 있습니다 따라서 창의인재와 지역인재 전형의 장단점이 존재하기보단 지원 자격이 다르게 적용되는 전형으로 전형 모두 해당한다면 전형 모두 지원하거나 하나의 수시 원서 지원 경쟁률을 참고하여 지원하는 것이 좋은 방법이 있다고 생각합니다,"['지원', '학업', '평가', '인재', '전형']",0,학생 모집 및 입학 전형
2023-07-04,학업역량 35% 에서 기초학업역량 이랑 학업태도는 몇프로씩 나누어 지는지 알수 있을까요??,"학생부 종합전형 평가지표 중 학업 역량 (35%) 안에서는 비율이 나눠지지 않고, 두 개의 평가 요소를 종합적으로 평가합니다.",학생부 종합전형 평가지표 학업 역량 35 안에서는 비율이 나눠지지 않고 개의 평가 요소를 종합적으로 평가합니다,"['평가', '종합', '학생', '전형', '지표']",0,학생 모집 및 입학 전형
2023-07-06,작년에는 창의인재 랑 지역인재 각각 몇명이 지원했나요??,"1. 창의인재전형은 모집인원 212명에 1,277명 지원하였고, 지역인재전형은 모집인원 112명에 715명 지원하였습니다. 모집 단위 별 자세한 지원 인원은 2023학년도 한국기술교육대학교 입시(수시, 정시) 결과를 참고해주시기 바랍니다.

2023학년도 한국기술교육대학교 입시(수시, 정시) 결과
https://ipsi.koreatech.ac.kr/doumi/bbs/notice/view.do?bbsNo=1368&categoryId=all&searchNo=&searchKeyword=&pageNo=1",창의인재전형은 모집인원 212명에 277명 지원하였고 지역인재전형은 모집인원 112명에 715명 지원하였습니다 모집 단위 자세한 지원 인원은 2023학년도 교 입시 수시 정시 결과를 참고해주시기 바랍니다 2023학년도 교 입시 수시 정시 결과 1368,"['모집', '인원', '지원', '인재', '전형']",0,학생 모집 및 입학 전형
2023-07-06,"4점 후반대 성적으로 어디과를 들어갈수 있을까요?? 
작년데이터랑 분석해서 알려주세요!!","2. 2023학년도 입시(수시) 결과를 보면 학생부종합전형 창의인재와 지역인재 전형 최종 등록자 평균 등급 3.82, 학생부교과전형 최종 등록자 평균 등급 3.76, 논술전형 최종 등록자 평균 등급 4.72로 나타나고 있습니다. 이 중에서 학생부교과전형은 교과 성적 100%를 반영하지만, 학생부종합전형은 학교생활의 충실도를 정성적으로 평가하고 논술전형은 2023학년도에는 논술 70% + 교과 30%로 교과 성적이 반영되었지만, 이번 2024학년도 논술전형은 논술성적 100%를 반영으로 변경되어 평가하고 있습니다. 따라서 매번 달라지는 수시 입시 결과를 예측하기엔 매우 어려워 성적에 따른 합격 가능성을 말씀드리기는 어렵습니다. 질문자님의 진로 또는 희망하는 전공 분야에 맞춰 생활기록부를 구성하여 정성적으로 평가하는 학생부종합전형의 지원 또는 논술고사 대비 기출문제집을 참고하여 논술 난이도 및 출제유형을 파악한 후 희망 여부에 따라 논술전형의 지원 방법이 있다고 생각합니다.

2024학년도 논술고사 대비 기출문제집
https://ipsi.koreatech.ac.kr/doumi/bbs/notice/view.do?categoryId=all&bbsNo=1374&searchNo=&searchKeyword=&pageNo=1",2023학년도 입시 수시 결과를 보면 학생부종합전형 창의인재와 지역인재 전형 최종 등록자 평균 등급 82 학생부교과전형 최종 등록자 평균 등급 76 논술전형 최종 등록자 평균 등급 72로 나타나고 있습니다 중에서 학생부교과전형은 교과 성적 100 반영하지만 학생부종합전형은 학교생활의 충실도를 정성적으로 평가하고 논술전형은 2023학년도에는 논술 70 교과 30 교과 성적이 반영되었지만 이번 2024학년도 논술전형은 논술성적 100 반영으로 변경되어 평가하고 있습니다 따라서 매번 달라지는 수시 입시 결과를 예측하기엔 매우 어려워 성적에 따른 합격 가능성을 말씀드리기는 어렵습니다 질문자님의 진로 또는 희망하는 전공 분야에 맞춰 생활기록부를 구성하여 정성적으로 평가하는 학생부종합전형의 지원 또는 논술고사 대비 기출문제집을 참고하여 논술 난이도 출제유형을 파악한 희망 여부에 따라 논술전형의 지원 방법이 있다고 생각합니다 2024학년도 논술고사 대비 기출문제집 1374,"['전형', '논술', '학생', '학년', '성적']",0,학생 모집 및 입학 전형
