Description,Second,Upload,Type,Impression,Reach,Share,Follow,Play,Like,Save,Cleaned_Description,Keyword,Topic,TopicLabel
"#새해 #이벤트 #릴스

<HELLO 2023, GOOD BYE 2022>

어느덧 2022년이 지나가고 2023년 새해가 밝았습니다.🌞

여러분의 새해 목표는 무엇인가요❓

2023년 계묘년에는 목표하시는 모든 일 이루시고 행복한 날들만 가득하길 한국기술교육대학교가 응원하겠습니다.😄

📣공지
본 영상은 2022년 12월 16일부터 26일까지 진행되었던 어서와 2023, 어서와 23학번 이벤트가 참여한 재학생들의 답변을 바탕으로 제작되었습니다.

*내일을 향한 기대, 당신을 향한 나래 with KOREATECH*",60.0,01/08/2023 16:01,Instagram 릴스,4661.0,2670.0,1.0,1.0,5095.0,85.0,0.0,새해 이벤트 릴스 2023 2022 어느덧 2022년이 지나가고 2023년 새해가 밝았습니다 여러분의 새해 목표는 무엇인가요 2023년 계묘년에는 목표하시는 모든 이루시고 행복한 날들만 가득하길 가 응원하겠습니다 공지 본 영상은 2022년 12월 16일부터 26일까지 진행되었던 어서와 2023 어서와 23학번 이벤트가 참여한 재학생들의 답변을 바탕으로 제작되었습니다 내일을 향한 기대 당신을 향한 나래,"['새해', '이벤트', '목표', '어서', '향']",2,학생 참여 및 동아리 활동
"#2023 #신년 #이벤트 #당첨자

<어서와 2023, 어서와 23학번 이벤트 당첨자 공지>

안녕하세요.👋 한국기술교육대학교 재학생 홍보대사 나래14기입니다 :)
2022년 12월 16일부터 26일까지 11일간 어서와 2023, 어서와 23학번 이벤트가 진행되었습니다😄

많은 분들이 이벤트에 참여해주셨는데요! 
참여해주신 분들 중 유니피커를 통하여 랜덤으로 23명의 당첨자를 선발하였습니다😲
상품은 추후 전송될 예정이라는 점!! 체크✔️체크✔️

여러분이 제출해주신 나의 새해 목표와 23학번들에게 전해주고 싶은 말이 영상으로 제작되어 업로드 될 예정이오니 많은 관심 부탁드립니다.

🚩필독🚩
영상에 쓰인 내용은 제출된 답변 중 선정을 통하여 익명으로 제작이 되었으며, 이는 당첨자 선정과는 무관합니다.

2023년도 여러분들의 목표를 모두 이루고 좋은 일만 가득한 한 해가 되기를 바랍니다😁

*내일을 향한 기대, 당신을 향한 나래 with KOREATECH*",0.0,01/08/2023 16:01,IG 슬라이드,3720.0,2427.0,3.0,0.0,0.0,62.0,0.0,2023 신년 이벤트 당첨자 어서와 2023 어서와 23학번 이벤트 당첨자 공지 안녕하세요  재학생 홍보대사 나래14기입니다 2022년 12월 16일부터 26일까지 11일간 어서와 2023 어서와 23학번 이벤트가 진행되었습니다 많은 분들이 이벤트에 참여해주셨는데요 참여해주신 분들 중 유니피커를 랜덤으로 23명의 당첨자를 선발하였습니다 상품은 추후 전송될 예정이라는 점 체크 체크 여러분이 제출해주신 나의 새해 목표와 23학번들에게 전해주고 싶은 말이 영상으로 제작되어 업로드 될 예정이오니 많은 관심 부탁드립니다 필독 영상에 쓰인 내용은 제출된 답변 중 선정을 익명으로 제작이 되었으며 이는 당첨자 선정과는 무관합니다 2023년도 여러분들의 목표를 이루고 좋은 일만 가득한 한 해가 되기를 바랍니다 내일을 향한 기대 당신을 향한 나래,"['이벤트', '당첨', '어서', '학번', '나래']",2,학생 참여 및 동아리 활동
"👀2023 나우리캠프👀 Part 2

2023. 02. 22.(수) 
LET'S KOREATECH

📷 Photo by KCBS

* 촬영에 협조해주신 모든 학우분들께 감사드립니다🧡",0.0,03/02/2023 19:03,IG 슬라이드,6272.0,3776.0,18.0,1.0,0.0,335.0,3.0,2023 나우리캠프 2 2023 02 22 수 촬영에 협조해주신 모든 학우분들께 감사드립니다,"['나우', '리', '캠프', '수', '촬영']",0,창작물 및 학생 참여 이벤트
"👀2023 나우리캠프👀 Part 3

2023. 02. 22.(수)
총학생회 소개, 신입생 장기자랑, 래원🎙&김나영🎵

📷 Photo by KCBS

* 촬영에 협조해주신 모든 학우분들께 감사드립니다 🧡",0.0,03/02/2023 19:03,IG 슬라이드,6643.0,3847.0,24.0,3.0,0.0,295.0,6.0,2023 나우리캠프 3 2023 02 22 수 총학생회 소개 신입생 장기자랑 래원 김나영 촬영에 협조해주신 모든 학우분들께 감사드립니다,"['나우', '리', '캠프', '수', '총학생회']",0,창작물 및 학생 참여 이벤트
"🐥 '우당탕탕 한기대' ep. 12

<개강한 대학생은 강해>

작가 | 이예빈(디자인공학전공 21학번)
@d_ye_b",0.0,03/05/2023 21:03,IG 슬라이드,5539.0,3126.0,0.0,0.0,0.0,131.0,2.0,우당탕탕  12 개강한 대학생은 강해 작가 이예빈 디자인공학전공 21학번,"['탕', '개강', '대학생', '작가', '빈']",1,만화 및 카툰 시리즈 창작
"👀2023 나우리캠프👀 Part 4

2023. 02. 23.(목)
신입생 전체 사진 촬영, 학부 전공별 설명회, 석식

📷 Photo by KCBS

* 촬영에 협조해주신 모든 학우분들께 감사드립니다 🧡",0.0,03/06/2023 23:03,IG 슬라이드,6608.0,3601.0,47.0,2.0,0.0,268.0,3.0,2023 나우리캠프 4 2023 02 23 목 신입생 전체 사진 촬영 학부 전공별 설명회 석식 촬영에 협조해주신 모든 학우분들께 감사드립니다,"['촬영', '나우', '리', '캠프', '목']",0,창작물 및 학생 참여 이벤트
"한국기술교육대학교 졸업생 인터뷰 제 5편!
마지막 인터뷰의 주인공은 삼성전자 TSP 총괄사업부에서 설비직군으로 재직중인 여도현  동문님입니다🧡

삼성전자 취업에 있어 학점과 경험 중 어떤 것이 더 중요했는지, 중고신입으로 입사한 현직자 피셜 취업꿀팁까지 함께 확인해보세요🧐

#삼성전자 #삼성취업 #한국기술교육대학교",90.0,03/07/2023 17:03,Instagram 릴스,636.0,609.0,1.0,0.0,615.0,5.0,0.0, 졸업생 인터뷰 5편 마지막 인터뷰의 주인공은 삼성전자 총괄사업부에서 설비직군으로 재직중인 여도현 동문님입니다 삼성전자 취업에 있어 학점과 경험 중 것이 더 중요했는지 중고신입으로 입사한 현직자 피셜 취업꿀팁까지 확인해보세요 삼성전자 삼성취업 ,"['삼성', '전자', '취업', '인터뷰', '졸업생']",3,교육 프로그램 혁신과 학생 참여
"🐣2023학년도 입학식🐣 Part 1
2023. 02. 24.(금), 담헌실학관

23학번 새내기들의 입학을 다시 한 번 축하합니다👏

* 촬영에 협조해주신 모든 학우분들께 감사드립니다🧡",0.0,03/07/2023 19:03,IG 슬라이드,6586.0,3595.0,21.0,2.0,0.0,273.0,2.0,2023학년도 입학식 1 2023 02 24 금 담헌실학관 23학번 새내기들의 입학을 다시 한 번 축하합니다 촬영에 협조해주신 모든 학우분들께 감사드립니다,"['학년', '입학식', '금', '담헌', '실']",2,학생 참여 및 동아리 활동
"🐣2023학년도 입학식🐣 Part 2
2023. 02. 24.(금), 담헌실학관

23학번 새내기들의 입학을 다시 한 번 축하합니다👏

📷 Photo by 홍보대사 나래

* 촬영에 협조해주신 모든 학우분들께 감사드립니다🧡",0.0,03/07/2023 19:03,IG 슬라이드,6498.0,3493.0,28.0,0.0,0.0,213.0,0.0,2023학년도 입학식 2 2023 02 24 금 담헌실학관 23학번 새내기들의 입학을 다시 한 번 축하합니다 홍보대사 나래 촬영에 협조해주신 모든 학우분들께 감사드립니다,"['학년', '입학식', '금', '담헌', '실']",2,학생 참여 및 동아리 활동
"#당신의_세월을_존경합니다💐

한국기술교육대학교의 발전을 위해 헌신하신 교수님들께서, 정든 한기대를 떠나 새로운 출발을 기약하셨습니다.

🤖 메카트로닉스공학부 원윤재 교수님
🤖 메카트로닉스공학부 이상순 교수님
⚡전기전자통신공학부 오성철 교수님
📊 산업경영학부 최두열 교수님
📔 교양학부 장윤상 교수님
📓 교양학부 정재영 교수님

30 여 년의 긴 시간 동안, 대한민국 학문 발전과 인재양성에 힘써주신 교수님들의 앞날에 무한한 영광이 가득하길 기원합니다.

교수님 그 동안 수고하셨습니다, 함께여서 행복했습니다 :)",0.0,03/08/2023 22:03,IG 슬라이드,6806.0,3624.0,8.0,2.0,0.0,212.0,3.0,당신의 세월을 존경합니다 의 발전을 위해 헌신하신 교수님들께서 정든 를 떠나 새로운 출발을 기약하셨습니다 메카트로닉스공학부 원윤재 교수님 메카트로닉스공학부 이상순 교수님 전기전자통신공학부 오성철 교수님 산업경영학부 최두열 교수님 교양학부 장윤상 교수님 교양학부 정재영 교수님 30 년의 긴 대한민국 학문 발전과 인재양성에 힘써주신 교수님들의 앞날에 무한한 영광이 가득하길 기원합니다 교수님 수고하셨습니다 함께여서 행복했습니다,"['교수', '학부', '발전', '메카트로닉스', '교양']",3,교육 프로그램 혁신과 학생 참여
"#대학교 #장학금 #학점 #마라탕

<우리…마라탕 먹을 수 있을까?😢 l 대학교 장학제도 알아보기>

장학금 지원이 풍부한 한국기술교육대학교에는 어떤 장학금이 있을까요?🧐

마라탕으로 배우는 한기대 장학제도! 
지금 확인하러 가시죠!🎬",60.0,03/13/2023 00:03,Instagram 릴스,4432.0,2681.0,12.0,1.0,5723.0,79.0,6.0,대학교 장학금 학점 마라탕 마라탕 먹을 수 있을까 대학교 장학제도 알아보기 장학금 지원이 풍부한 에는 장학금이 있을까요 마라탕으로 배우는  장학제도 지금 확인하러 가시죠,"['장학금', '탕', '대학교', '장학', '제도']",0,창작물 및 학생 참여 이벤트
"#이성기총장님 #이임식🌺

2019. 04. 09 - 2023. 03. 10
한국기술교육대학교 제9대 총장 이성기

더 나은 내일로 가기 위한 희망 계단.
이성기 총장님의 비전을 한국기술교육대학교는 담대하게 이어나가겠습니다.

총장님의 더 눈부신 앞날을 한국기술교육대학교 학생과 교직원들은 한마음으로 응원하겠습니다 :)",0.0,03/13/2023 19:03,IG 슬라이드,6245.0,3527.0,5.0,1.0,0.0,213.0,4.0,이성기총장님 이임식 2019 04 09 2023 03 10  제9대 총장 이성기 더 나은 내일로 가기 위한 희망 계단 이성기 총장님의 비전을 는 담대하게 이어나가겠습니다 총장님의 더 눈부신 앞날을  학생과 교직원들은 한마음으로 응원하겠습니다,"['총장', '성기', '더', '이임', '제']",0,창작물 및 학생 참여 이벤트
"#채용상담회 #커피차☕

국내 유일 위성시스템 개발&수출에 성공한 🧑‍🚀우주항공 전문기업 쎄트렉아이 채용상담회가 다음 주 수요일! 진행됩니다 :)

✅ 일시 및 장소 : 2023. 03. 22(수) 13:00부터 학생통합지원센터 앞

✅ 주요 내용
 📌 커피 및 음료, 쿠키 무료 제공(선착순 250명)
 📌 쎄트렉아이 인사담당자 채용상담
 📌 취창업지원팀 23학년도 취업프로그램 홍보(경력개발노트 및 코룡이 그립톡 증정)

✅ 기타 사항
 📌 쎄트렉아이 2023 공개채용 예정

관심있는 재학생 여러분의 많은 관심과 참여 부탁 드립니다🧡",0.0,03/15/2023 23:03,IG 이미지,5132.0,3072.0,2.0,0.0,0.0,39.0,2.0,채용상담회 커피차 국내 유일 위성시스템 개발 수출에 성공한 우주항공 전문기업 쎄트렉아이 채용상담회가 주 수요일 진행됩니다 일시 장소 2023 03 22 수 13 00부터 학생통합지원센터 앞 주요 내용 커피 음료 쿠키 무료 제공 선착순 250명 쎄트렉아이 인사담당자 채용상담 취창업지원팀 23학년도 취업프로그램 홍보 경력개발노트 코룡이 그립톡 증정 사항 쎄트렉아이 2023 공개채용 예정 관심있는 재학생 여러분의 많은 관심과 참여 부탁 드립니다,"['채용', '상담', '쎄트렉아이', '회', '개발']",0,창작물 및 학생 참여 이벤트
"#한기대 #졸업식 #학위수여식

<2분으로 보는 한기대 졸업식>

2023년 2월 17일, 한국기술교육대학교 제1캠퍼스 담헌실학관에서 진행된 2022학년도 한국기술교육대학교 학위수여식 스케치 영상입니다 :)",162.0,03/16/2023 06:03,Instagram 릴스,4655.0,2888.0,11.0,0.0,5347.0,146.0,3.0, 졸업식 학위수여식 2분으로 보는  졸업식 2023년 2월 17일  제1캠퍼스 담헌실학관에서 진행된 2022학년도  학위수여식 스케치 영상입니다,"['졸업식', '학위', '수여', '제', '캠퍼스']",3,교육 프로그램 혁신과 학생 참여
"#한기대 #입학식 #새내기

<2분으로 보는 한기대 입학식>

2023년 2월 24일, 한국기술교육대학교 제1캠퍼스 담헌실학관에서 진행된 2023학년도 한국기술교육대학교 입학식 스케치 영상입니다 :)

대학이라는 멋진 세상으로 발돋움한 한기대 23학번 새내기들을 다시 한 번 환영합니다🧡",129.0,03/16/2023 06:03,Instagram 릴스,4872.0,2888.0,7.0,0.0,5783.0,200.0,2.0, 입학식 새내기 2분으로 보는  입학식 2023년 2월 24일  제1캠퍼스 담헌실학관에서 진행된 2023학년도  입학식 스케치 영상입니다 대학이라는 멋진 세상으로 발돋움한  23학번 새내기들을 다시 한 번 환영합니다,"['입학식', '새내기', '제', '캠퍼스', '담헌']",2,학생 참여 및 동아리 활동
"#한기대 #공감 #shorts #reels

<인정할 수밖에 없는 한기대생 공감 일상!😤> 

한국기술교육대학교 학생이라면 한 번쯤 공감할만한 상황들!
여러분의 공감 일상은 언제인가요?",42.0,03/20/2023 02:03,Instagram 릴스,19529.0,17585.0,71.0,3.0,21197.0,196.0,9.0, 공감 인정할 수밖에 없는 생 공감 일상  학생이라면 한 번쯤 공감할만한 상황들 여러분의 공감 일상은 언제인가요,"['공감', '일상', '인정', '수', '생']",3,교육 프로그램 혁신과 학생 참여
"코룡아, 나 지금 되게 신나..!
한기인들이 목빠지게 기다린 나우리캠프가 3년만에 대면으로 전격 개최!
이 날 만을 기다린 새내기들과 어쩌면 더 손꼽아 기다렸을 재학생들!😆
한기대 나우리캠프 현장 스케치를 함께 감상해👀 보실까요?

#한기대 #오티 #나우리캠프 #대학교OT #한국기술교육대학교",90.0,03/20/2023 18:03,Instagram 릴스,827.0,816.0,0.0,1.0,807.0,17.0,0.0,코룡아 지금 되게 신나 한기인들이 목빠지게 기다린 나우리캠프가 3년만에 대면으로 전격 개최 날 만을 기다린 새내기들과 어쩌면 더 손꼽아 기다렸을 재학생들  나우리캠프 현장 스케치를 감상해 보실까요  오티 나우리캠프 대학교 ,"['캠프', '나우', '리', '코룡', '지금']",0,창작물 및 학생 참여 이벤트
"#WINGSMAGAZINE #특별편 #글쓰기 #말하기 

<사람을 담다, Wings Magazine 2022년 (특별편)>⠀
⠀
돌아온! 윙스 매거진📰

윙스 매거진은 한국기술교육대학교와 관련된 사람을 섭외하여 인터뷰🎤를 통해 주인공에 대하여 알아가는 잡지입니다!

이번 윙스 매거진은 주인공이 2명인 특별편으로 진행되었습니다!
그 주인공은 바로!😮
한국기술교육대학교 재학생들의 말하기 실력과 글쓰기 실력 향상에 도움을 주고 계시는 
글쓰기 상담실 담당 김민지 교수님과 말하기 상담실 담당 박구비 교수님입니다.👏👏

두 교수님께서는 같은 고등학교와 같은 대학교를 졸업했다는 연결고리를 가지고 계신데요! 😊
실제로 많은 학생이 수업과 상담을 통해 자신감을 얻어가고 취업 준비에도 많은 도움을 얻어간다고 합니다!

지금부터 김민지 교수님과 말하기 박구비 교수님께서 들려주시는 글쓰기, 말하기 교육에 대한 이야기를 확인해보시죠~!

📍공학적 지식뿐만 아니라 인문학적 소양과 자신감도 얻어갈 수 있는 절호의 기회!
글쓰기 상담, 말하기 상담 많은 관심과 참여 부탁드립니다.

🔸글쓰기, 말하기 교육 신청은 아우누리 일반공지 30355 ( https://portal.koreatech.ac.kr/p/STHOME/ ) 🔸
⠀

""그대와 함께 만드는 WINGS MAGAZINE""⠀",0.0,03/22/2023 02:03,IG 슬라이드,7197.0,3880.0,8.0,0.0,0.0,205.0,26.0,특별편 글쓰기 말하기 사람을 담다 2022년 특별편 돌아온 윙스 매거진 윙스 매거진은 와 관련된 사람을 섭외하여 인터뷰 통해 주인공에 알아가는 잡지입니다 윙스 매거진은 주인공이 2명인 특별편으로 진행되었습니다 주인공은  재학생들의 말하기 실력과 글쓰기 실력 향상에 도움을 주고 계시는 글쓰기 상담실 담당 김민지 교수님과 말하기 상담실 담당 박구비 교수님입니다 교수님께서는 같은 고등학교와 같은 대학교를 졸업했다는 연결고리를 가지고 계신데요 실제로 많은 학생이 수업과 상담을 통해 자신감을 얻어가고 취업 준비에도 많은 도움을 얻어간다고 합니다 지금부터 김민지 교수님과 말하기 박구비 교수님께서 들려주시는 글쓰기 말하기 교육에 대한 이야기를 확인해보시죠 공학적 지식뿐만 아니라 인문학적 소양과 자신감도 얻어갈 수 있는 절호의 기회 글쓰기 상담 말하기 상담 많은 관심과 참여 부탁드립니다 글쓰기 말하기 교육 신청은 아우누리 일반공지 30355 그대와 만드는,"['말', '글쓰기', '상담', '교수', '특별']",3,교육 프로그램 혁신과 학생 참여
"#방구석 #사생대회 #shorts #reels

<방구석 사생대회🎨 코룡이를 그려줘🐲 Part. 1>

안녕하세요👋 한국기술교육대학교 재학생 홍보대사 나래 14기입니다!

방구석 사생대회 : 코룡이를 그려줘 이벤트가 종료되어 투표 결과가 공지되었습니다!

많은 분이 참여를 해주셨고 코룡이를 다양하게 그려주셨는데요!
귀엽고 다양한 코룡이의 모습을 담은 그림!🎨
여러분도 궁금하지 않나요?🤔

함께 릴스를 통해 확인해보시죠!
(Part.2도 있다는 사실!!)

*내일을 향한 기대, 당신을 향한 나래 with KOREATECH*",59.0,03/23/2023 00:03,Instagram 릴스,5058.0,2279.0,0.0,0.0,5941.0,31.0,1.0,방구석 사생대회 방구석 사생대회 코룡이를 그려줘 1 안녕하세요  재학생 홍보대사 나래 14기입니다 방구석 사생대회 코룡이를 그려줘 이벤트가 종료되어 투표 결과가 공지되었습니다 많은 분이 참여를 해주셨고 코룡이를 다양하게 그려주셨는데요 귀엽고 다양한 코룡이의 모습을 담은 그림 여러분도 궁금하지 않나요 릴스를 통해 확인해보시죠 2도 있다는 사실 내일을 향한 기대 당신을 향한 나래,"['방', '구석', '사생', '대회', '코룡']",2,학생 참여 및 동아리 활동
"#방구석 #사생대회 #shorts #reels

<방구석 사생대회🎨 코룡이를 그려줘🐲 Part. 2>

안녕하세요👋 한국기술교육대학교 재학생 홍보대사 나래 14기입니다!

방구석 사생대회 : 코룡이를 그려줘 이벤트가 종료되어 투표 결과가 공지되었습니다!

많은 분이 참여를 해주셨고 코룡이를 다양하게 그려주셨는데요!
귀엽고 다양한 코룡이의 모습을 담은 그림!🎨
여러분도 궁금하지 않나요?🤔

함께 릴스를 통해 확인해보시죠! 이번 이벤트에 참여해주신 모든 분들 감사드립니다 :)

*내일을 향한 기대, 당신을 향한 나래 with KOREATECH*",59.0,03/23/2023 00:03,Instagram 릴스,5062.0,2360.0,0.0,0.0,5968.0,32.0,1.0,방구석 사생대회 방구석 사생대회 코룡이를 그려줘 2 안녕하세요  재학생 홍보대사 나래 14기입니다 방구석 사생대회 코룡이를 그려줘 이벤트가 종료되어 투표 결과가 공지되었습니다 많은 분이 참여를 해주셨고 코룡이를 다양하게 그려주셨는데요 귀엽고 다양한 코룡이의 모습을 담은 그림 여러분도 궁금하지 않나요 릴스를 통해 확인해보시죠 이벤트에 참여해주신 모든 분들 감사드립니다 내일을 향한 기대 당신을 향한 나래,"['방', '구석', '사생', '대회', '코룡']",2,학생 참여 및 동아리 활동
"#동아리 #박람회 #동아리박람회 #체험

<2023, 나래와 함께하는 동아리 박람회 체험>

얼마 전 3월 15일 수요일에 총동아리연합회에서 주관하는
동아리 박람회 행사가 진행되었습니다.🎊

다들 동아리 박람회를 잘 즐기셨나요?🧐
우리 학교의 다양한 동아리들이 재밌는 체험과 퀴즈 등 각 동아리의 특성을 반영한 콘텐츠를 준비했다고 합니다.

그래서! (빠밤)
재학생 홍보대사 나래가 동아리 박람회를 직접 체험해 보았습니다!
카드 뉴스에 모두 나오진 않았지만 재미있고 활동적인 부스들이 많았는데요.😲

한국기술교육대학교의 다양한 동아리가 궁금하지 않으신가요?
지금 바로 확인하러 가보시죠!🚗

*내일을 향한 기대, 당신을 향한 나래 with KOREATECH*",0.0,03/27/2023 20:03,IG 슬라이드,5894.0,3538.0,1.0,1.0,0.0,174.0,0.0,동아리 박람회 동아리박람회 체험 2023 나래와 함께하는 동아리 박람회 체험 전 3월 15일 수요일에 총동아리연합회에서 주관하는 동아리 박람회 행사가 진행되었습니다 다들 동아리 박람회를 잘 즐기셨나요 학교의 다양한 동아리들이 재밌는 체험과 퀴즈 동아리의 특성을 반영한 콘텐츠를 준비했다고 합니다 빠밤 재학생 홍보대사 나래가 동아리 박람회를 직접 체험해 보았습니다 카드 뉴스에 나오진 않았지만 재미있고 활동적인 부스들이 많았는데요 의 다양한 동아리가 궁금하지 않으신가요 지금 확인하러 가보시죠 내일을 향한 기대 당신을 향한 나래,"['동아리', '박람회', '체험', '나래', '향']",2,학생 참여 및 동아리 활동
"#안전신문고 #포상제도💁

🚨​안전신문고?
- 대학 내에서 경험한 아차사고 또는 잠재적 위험요인을 신고하여 사전에 위험 요소를 개선하는 제도

📞 신고대상
- 모든 안전사고 위험요인

📆 운영기간
- 상시

💰 포상제도
신고자 대즐 상품권(1만원) 지급 및 위원회 심의 후 우수사례 포상(10만원)

자세한 신고방법 및 처리절차는 슬라이드를 참고해주세요 :)

안전한 교육환경을 만들기 위한 한국기술교육대학교의 노력은 계속됩니다🧡",0.0,03/27/2023 21:03,IG 슬라이드,4735.0,2689.0,0.0,0.0,0.0,42.0,2.0,안전신문고 포상제도 안전신문고 대학 내에서 경험한 아차사고 또는 잠재적 위험요인을 신고하여 사전에 위험 요소를 개선하는 제도 신고대상 모든 안전사고 위험요인 운영기간 상시 포상제도 신고자 대즐 상품권 1만원 지급 위원회 심의 후 우수사례 포상 10만원 자세한 신고방법 처리절차는 슬라이드를 참고해주세요 안전한 교육환경을 만들기 위한 의 노력은 계속됩니다,"['신고', '안전', '포상', '제도', '위험']",1,만화 및 카툰 시리즈 창작
"한국기술교육대학교에 입학하게 되면, 필수적으로 이수해야 하는 HRD 부전공(Human Resources Development, a.k.a. 흐르드) !
고용노동부가 설립한 한국기술교육대학교에서 왜 HRD를 배워야 하는지, 나아가 대학에서 배운 HRD교육이 취업 후 실무에서 어떻게 사용되는지, 영상을 통해 만나보세요 :)

#HRD #부전공 #한국기술교육대학교 #인적자원개발",90.0,03/27/2023 23:03,Instagram 릴스,961.0,909.0,1.0,0.0,950.0,9.0,0.0,에 입학하게 되면 필수적으로 이수해야 하는 부전공 흐르드 고용노동부가 설립한 에서 배워야 하는지 나아가 대학에서 배운 교육이 취업 후 실무에서 사용되는지 영상을 통해 만나보세요 부전공  인적자원개발,"['부', '전공', '입학', '필수', '이수']",4,학부 및 전공 소개와 커뮤니티 활동
"「경험하자 한기대 즐겨보자 한기대」 ep. 1

<내 이름은 김 춘 배>

작가 | 우비(건축공학전공 22학번)
@uu_bi_",0.0,03/28/2023 02:03,IG 슬라이드,5051.0,2815.0,9.0,1.0,0.0,143.0,2.0,경험하자  즐겨보자  1 내 이름은 김 춘 배 작가 우비 건축공학전공 22학번,"['경험', '내', '이름', '김', '배']",4,학부 및 전공 소개와 커뮤니티 활동
"#Plogging🧹 #봉사활동

만물이 소생하는 봄을 맞아, 한국기술교육대학교 구성원들이 교내 및 대학 주변 플로깅 봉사활동을 실시했습니다.

환경보호에 진심인 100여 명의 학생들과 교직원들이 한 마음 한 뜻이 되어, 캠퍼스와 대학가 주변이 더 눈부시게 깨끗해졌습니다 :)

지금처럼 쓰레기 무단투기를 자제하고, 내 주변의 쓰레기는 먼저 정리하는 솔선수범의 자세로 아름다운 캠퍼스를 만드는 데 동참해주세요🧡",0.0,03/28/2023 18:03,IG 슬라이드,4994.0,2851.0,11.0,0.0,0.0,175.0,2.0,봉사활동 만물이 소생하는 봄을 맞아  구성원들이 교내 대학 주변 플로깅 봉사활동을 실시했습니다 환경보호에 진심인 100여 명의 학생들과 교직원들이 한 마음 한 뜻이 되어 캠퍼스와 대학가 주변이 더 눈부시게 깨끗해졌습니다 지금처럼 쓰레기 무단투기를 자제하고 내 주변의 쓰레기는 먼저 정리하는 솔선수범의 자세로 아름다운 캠퍼스를 만드는 데 동참해주세요,"['주변', '봉사활동', '캠퍼스', '쓰레기', '만물']",3,교육 프로그램 혁신과 학생 참여
"「고룡이 용 되기」 ep. 1

<고룡이 용 되다>

작가 | 고룡(산업경영학부 19학번)
@gooo_ryong",0.0,03/28/2023 21:03,IG 슬라이드,5590.0,3081.0,13.0,0.0,0.0,179.0,5.0,고룡이 용 되기 1 고룡이 용 되다 작가 고룡 산업경영학부 19학번,"['고룡', '용', '작가', '산업', '경영']",1,만화 및 카툰 시리즈 창작
"#다산정보관 #도서관 #투어

<한눈에 알아보는 다산정보관: 신입생 공강 때 뭐하니?>

안녕하세요. 한국기술교육대학교 재학생 홍보대사 나래 14기입니다~🤗
개강한 지 얼마 지나지 않은 것 같은데 벌써 중간고사가 다가오고 있네요.🥲
시험 기간 많은 학우분이 다산정보관을 이용하실 텐데요.🙂

여러분은 다산정보관에 대하여 얼마나 알고 계신가요?

다산정보관 시설부터 이용 방법, 그리고 독서 인증제 📚까지!!
다산정보관에 관련된 정보들을 한눈에 볼 수 있도록 정리해보았습니다.😊

다산정보관에 대한 정보가 궁금하시다면 지금 바로 확인하러 가보시죠!

본 게시물은 3월 6일부터 3월 10일까지 다산정보관에서 진행되었던 ""신입생 공강 때 뭐하니?"" 투어에서 내용을 제공받았습니다.

*내일을 향한 기대, 당신을 향한 나래 with KOREATECH*",0.0,03/28/2023 23:03,IG 슬라이드,5677.0,3067.0,7.0,1.0,0.0,128.0,42.0,다산정보관 도서관 투어 한눈에 알아보는 다산정보관 신입생 공강 뭐하니 안녕하세요  재학생 홍보대사 나래 14기입니다 개강한 지 지나지 않은 같은데 벌써 중간고사가 다가오고 있네요 시험 기간 많은 학우분이 다산정보관을 이용하실 텐데요 여러분은 다산정보관에 알고 계신가요 다산정보관 시설부터 이용 방법 독서 인증제 다산정보관에 관련된 정보들을 한눈에 볼 수 있도록 정리해보았습니다 다산정보관에 대한 정보가 궁금하시다면 지금 확인하러 가보시죠 본 게시물은 3월 6일부터 3월 10일까지 다산정보관에서 진행되었던 신입생 공강 뭐하니 투어에서 내용을 제공받았습니다 내일을 향한 기대 당신을 향한 나래,"['정보', '다산', '관', '투어', '한눈']",1,만화 및 카툰 시리즈 창작
"「본격! 코룡툰!」 ep. 1

<개강한 대학생의 3월>

글| 도라라, 그림 | 맥신(기계공학부 19학번)
@bongyeok_koryongi",0.0,03/29/2023 21:03,IG 슬라이드,5247.0,2880.0,3.0,0.0,0.0,132.0,0.0,본격 코룡툰 1 개강한 대학생의 3월 글 도라라 그림 맥신 기계공학부 19학번,"['본격', '코룡툰', '개강', '대학생', '글']",0,창작물 및 학생 참여 이벤트
